g_hash,initial_alias,initial_ensg,o_hash,ortholog_name,ortholog_ensg,description,component
185,MIR92-2,ENSMUSG00000065613,185.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
186,MIR92-2,ENSMUSG00000065613,186.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
187,MIR92-2,ENSMUSG00000065613,187.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
188,MIR92-2,ENSMUSG00000065613,188.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
189,MIR92-2,ENSMUSG00000065613,189.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
190,MIR92-2,ENSMUSG00000065613,190.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
191,MIR92-2,ENSMUSG00000065613,191.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
192,MIR92-2,ENSMUSG00000065613,192.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
193,MIR92-2,ENSMUSG00000065613,193.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
194,MIR92-2,ENSMUSG00000065613,194.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
195,MIR92-2,ENSMUSG00000065613,195.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
196,MIR92-2,ENSMUSG00000065613,196.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
197,MIR92-2,ENSMUSG00000065613,197.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
198,MIR92-2,ENSMUSG00000065613,198.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
199,MIR92-2,ENSMUSG00000065613,199.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
200,MIR92-2,ENSMUSG00000065613,200.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
201,MIR92-2,ENSMUSG00000065613,201.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
202,MIR92-2,ENSMUSG00000065613,202.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
203,MIR92-2,ENSMUSG00000065613,203.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
204,MIR92-2,ENSMUSG00000065613,204.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
205,MIR92-2,ENSMUSG00000065613,205.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
206,MIR92-2,ENSMUSG00000065613,206.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
207,MIR92-2,ENSMUSG00000065613,207.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
208,MIR92-2,ENSMUSG00000065613,208.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
209,MIR92-2,ENSMUSG00000065613,209.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
210,MIR92-2,ENSMUSG00000065613,210.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
211,MIR93,ENSMUSG00000065527,211.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
212,MIR93,ENSMUSG00000065527,212.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
213,MIR93,ENSMUSG00000065527,213.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
214,MIR93,ENSMUSG00000065527,214.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
215,MIR93,ENSMUSG00000065527,215.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
216,MIR93,ENSMUSG00000065527,216.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
217,MIR93,ENSMUSG00000065527,217.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
218,MIR93,ENSMUSG00000065527,218.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
219,MIR93,ENSMUSG00000065527,219.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
220,MIR93,ENSMUSG00000065527,220.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
221,MIR93,ENSMUSG00000065527,221.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
222,MIR93,ENSMUSG00000065527,222.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
223,MIR93,ENSMUSG00000065527,223.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
224,MIR93,ENSMUSG00000065527,224.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
225,MIR93,ENSMUSG00000065527,225.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
226,MIR93,ENSMUSG00000065527,226.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
227,MIR93,ENSMUSG00000065527,227.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
228,MIR93,ENSMUSG00000065527,228.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
229,MIR93,ENSMUSG00000065527,229.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
230,MIR93,ENSMUSG00000065527,230.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
231,MIR93,ENSMUSG00000065527,231.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
232,MIR93,ENSMUSG00000065527,232.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
233,MIR93,ENSMUSG00000065527,233.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
234,MIR93,ENSMUSG00000065527,234.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
235,MIR93,ENSMUSG00000065527,235.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
236,MIR93,ENSMUSG00000065527,236.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
237,MIR93,ENSMUSG00000065527,237.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
238,MIR93,ENSMUSG00000065527,238.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
239,MIR106A,ENSMUSG00000065456,239.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
240,MIR106A,ENSMUSG00000065456,240.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
241,MIR106A,ENSMUSG00000065456,241.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
242,MIR106A,ENSMUSG00000065456,242.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
243,MIR106A,ENSMUSG00000065456,243.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
244,MIR106A,ENSMUSG00000065456,244.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
245,MIR106A,ENSMUSG00000065456,245.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
246,MIR106A,ENSMUSG00000065456,246.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
247,MIR106A,ENSMUSG00000065456,247.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
248,MIR106A,ENSMUSG00000065456,248.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
249,MIR106A,ENSMUSG00000065456,249.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
250,MIR106A,ENSMUSG00000065456,250.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
251,MIR106A,ENSMUSG00000065456,251.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
252,MIR106A,ENSMUSG00000065456,252.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
253,MIR106A,ENSMUSG00000065456,253.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
254,MIR106A,ENSMUSG00000065456,254.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
255,MIR106A,ENSMUSG00000065456,255.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
256,MIR106A,ENSMUSG00000065456,256.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
257,MIR106A,ENSMUSG00000065456,257.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
258,MIR106A,ENSMUSG00000065456,258.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
259,MIR106A,ENSMUSG00000065456,259.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
260,MIR106A,ENSMUSG00000065456,260.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
261,MIR106A,ENSMUSG00000065456,261.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
262,MIR106A,ENSMUSG00000065456,262.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
263,MIR106A,ENSMUSG00000065456,263.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
264,MIR106A,ENSMUSG00000065456,264.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
265,MIR106A,ENSMUSG00000065456,265.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
266,MIR106A,ENSMUSG00000065456,266.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
267,MIR106B,ENSMUSG00000065514,267.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
268,MIR106B,ENSMUSG00000065514,268.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
269,MIR106B,ENSMUSG00000065514,269.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
270,MIR106B,ENSMUSG00000065514,270.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
271,MIR106B,ENSMUSG00000065514,271.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
272,MIR106B,ENSMUSG00000065514,272.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
273,MIR106B,ENSMUSG00000065514,273.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
274,MIR106B,ENSMUSG00000065514,274.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
275,MIR106B,ENSMUSG00000065514,275.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
276,MIR106B,ENSMUSG00000065514,276.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
277,MIR106B,ENSMUSG00000065514,277.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
278,MIR106B,ENSMUSG00000065514,278.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
279,MIR106B,ENSMUSG00000065514,279.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
280,MIR106B,ENSMUSG00000065514,280.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
281,MIR106B,ENSMUSG00000065514,281.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
282,MIR106B,ENSMUSG00000065514,282.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
283,MIR106B,ENSMUSG00000065514,283.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
284,MIR106B,ENSMUSG00000065514,284.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
285,MIR106B,ENSMUSG00000065514,285.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
286,MIR106B,ENSMUSG00000065514,286.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
287,MIR106B,ENSMUSG00000065514,287.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
288,MIR106B,ENSMUSG00000065514,288.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
289,MIR106B,ENSMUSG00000065514,289.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
290,MIR106B,ENSMUSG00000065514,290.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
291,MIR106B,ENSMUSG00000065514,291.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
292,MIR106B,ENSMUSG00000065514,292.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
293,MIR106B,ENSMUSG00000065514,293.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
294,MIR106B,ENSMUSG00000065514,294.1.1,MIR106B,ENSG00000208036,microRNA 106b [Source:HGNC Symbol;Acc:HGNC:31495],B_cell_apoptotic_process
295,MIR363,ENSMUSG00000070106,295.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
296,MIR363,ENSMUSG00000070106,296.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
297,MIR363,ENSMUSG00000070106,297.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
298,MIR363,ENSMUSG00000070106,298.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
299,MIR363,ENSMUSG00000070106,299.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
300,MIR363,ENSMUSG00000070106,300.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
301,MIR363,ENSMUSG00000070106,301.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
302,MIR363,ENSMUSG00000070106,302.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
303,MIR363,ENSMUSG00000070106,303.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
304,MIR363,ENSMUSG00000070106,304.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
305,MIR363,ENSMUSG00000070106,305.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
306,MIR363,ENSMUSG00000070106,306.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
307,MIR363,ENSMUSG00000070106,307.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
308,MIR363,ENSMUSG00000070106,308.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
309,MIR363,ENSMUSG00000070106,309.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
310,MIR363,ENSMUSG00000070106,310.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
311,MIR363,ENSMUSG00000070106,311.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
312,MIR363,ENSMUSG00000070106,312.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
313,MIR363,ENSMUSG00000070106,313.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
314,MIR363,ENSMUSG00000070106,314.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
315,MIR363,ENSMUSG00000070106,315.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
316,MIR363,ENSMUSG00000070106,316.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
317,MIR363,ENSMUSG00000070106,317.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
318,MIR363,ENSMUSG00000070106,318.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
319,MIR363,ENSMUSG00000070106,319.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
320,MIR363,ENSMUSG00000070106,320.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
321,MIR363,ENSMUSG00000070106,321.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
322,MIR363,ENSMUSG00000070106,322.1.1,MIR363,ENSG00000284499,microRNA 363 [Source:HGNC Symbol;Acc:HGNC:32023],B_cell_apoptotic_process
323,MYC,ENSMUSG00000022346,323.1.1,MYC,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]",B_cell_apoptotic_process
324,MYC,ENSMUSG00000022346,324.1.1,MYC,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]",B_cell_apoptotic_process
325,MYC,ENSMUSG00000022346,325.1.1,MYC,ENSG00000136997,"MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]",B_cell_apoptotic_process
326,NFKBIZ,ENSMUSG00000035356,326.1.1,NFKBIZ,ENSG00000144802,NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805],B_cell_apoptotic_process
327,NOC2L,ENSMUSG00000095567,327.1.1,NOC2L,ENSG00000188976,NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517],B_cell_apoptotic_process
328,ORMDL3,ENSMUSG00000038150,328.1.1,ORMDL3,ENSG00000172057,ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038],B_cell_apoptotic_process
329,ORMDL3,ENSMUSG00000038150,329.1.1,ORMDL3,ENSG00000172057,ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038],B_cell_apoptotic_process
330,PDCD1,ENSMUSG00000026285,330.1.1,PDCD1,ENSG00000188389,programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760],B_cell_apoptotic_process
331,PDCD1,ENSMUSG00000026285,331.1.1,PDCD1,ENSG00000188389,programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760],B_cell_apoptotic_process
332,PKN1,ENSMUSG00000057672,332.1.1,PKN1,ENSG00000123143,protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405],B_cell_apoptotic_process
333,PTEN,ENSMUSG00000013663,333.1.1,N/A,N/A,N/A,B_cell_apoptotic_process
334,SLC39A10,ENSMUSG00000025986,334.1.1,SLC39A10,ENSG00000196950,solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861],B_cell_apoptotic_process
335,TNFRSF21,ENSMUSG00000023915,335.1.1,TNFRSF21,ENSG00000146072,TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469],B_cell_apoptotic_process
336,TRAF3IP2,ENSMUSG00000019842,336.1.1,TRAF3IP2,ENSG00000056972,TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1343],B_cell_apoptotic_process
1,AXL,ENSMUSG00000002602,1.1.1,AXL,ENSG00000167601,AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905],dendritic_cell_apoptotic_process
2,BCL2,ENSMUSG00000057329,2.1.1,BCL2,ENSG00000171791,BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990],dendritic_cell_apoptotic_process
3,BCL2,ENSMUSG00000057329,3.1.1,BCL2,ENSG00000171791,BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990],dendritic_cell_apoptotic_process
4,BCL2L1,ENSMUSG00000007659,4.1.1,BCL2L1,ENSG00000171552,BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992],dendritic_cell_apoptotic_process
5,BCL2L1,ENSMUSG00000007659,5.1.1,BCL2L1,ENSG00000171552,BCL2 like 1 [Source:HGNC Symbol;Acc:HGNC:992],dendritic_cell_apoptotic_process
6,CCL19,ENSMUSG00000071005,6.1.1,CCL19,ENSG00000172724,C-C motif chemokine ligand 19 [Source:HGNC Symbol;Acc:HGNC:10617],dendritic_cell_apoptotic_process
7,CCL19-PS1,ENSMUSG00000082902,7.1.1,N/A,N/A,N/A,dendritic_cell_apoptotic_process
8,CCL19-PS3,ENSMUSG00000094162,8.1.1,N/A,N/A,N/A,dendritic_cell_apoptotic_process
9,CCL19-PS4,N/A,9.1.1,N/A,N/A,N/A,dendritic_cell_apoptotic_process
10,CCL19-PS5,N/A,10.1.1,N/A,N/A,N/A,dendritic_cell_apoptotic_process
11,CCL19-PS6,N/A,11.1.1,N/A,N/A,N/A,dendritic_cell_apoptotic_process
12,CCL21A,ENSMUSG00000094686,12.1.1,CCL21,ENSG00000137077,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620],dendritic_cell_apoptotic_process
13,CCL21B,ENSMUSG00000073878,13.1.1,CCL21,ENSG00000137077,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620],dendritic_cell_apoptotic_process
13,CCL21B,ENSMUSG00000094065,13.2.1,CCL21,ENSG00000137077,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620],dendritic_cell_apoptotic_process
13,CCL21B,ENSMUSG00000095675,13.3.1,CCL21,ENSG00000137077,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620],dendritic_cell_apoptotic_process
13,CCL21B,ENSMUSG00000096596,13.4.1,CCL21,ENSG00000137077,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620],dendritic_cell_apoptotic_process
14,CCL21D,ENSMUSG00000094065,14.1.1,CCL21,ENSG00000137077,C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620],dendritic_cell_apoptotic_process
15,CXCL12,ENSMUSG00000061353,15.1.1,CXCL12,ENSG00000107562,C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672],dendritic_cell_apoptotic_process
16,GAS6,ENSMUSG00000031451,16.1.1,GAS6,ENSG00000183087,growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168],dendritic_cell_apoptotic_process
17,JAK3,ENSMUSG00000031805,17.1.1,JAK3,ENSG00000105639,Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193],dendritic_cell_apoptotic_process
18,LYN,ENSMUSG00000042228,18.1.1,LYN,ENSG00000254087,"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]",dendritic_cell_apoptotic_process
19,LYN,ENSMUSG00000042228,19.1.1,LYN,ENSG00000254087,"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]",dendritic_cell_apoptotic_process
20,NR4A3,ENSMUSG00000028341,20.1.1,NR4A3,ENSG00000119508,nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982],dendritic_cell_apoptotic_process
21,NR4A3,ENSMUSG00000028341,21.1.1,NR4A3,ENSG00000119508,nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982],dendritic_cell_apoptotic_process
22,RAPGEF2,ENSMUSG00000062232,22.1.1,RAPGEF2,ENSG00000109756,Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854],dendritic_cell_apoptotic_process
23,RAPGEF2,ENSMUSG00000062232,23.1.1,RAPGEF2,ENSG00000109756,Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854],dendritic_cell_apoptotic_process
1,ANXA1,ENSMUSG00000024659,1.1.1,ANXA1,ENSG00000135046,annexin A1 [Source:HGNC Symbol;Acc:HGNC:533],inflammatory_cell_apoptotic_process
2,ANXA1,ENSMUSG00000024659,2.1.1,ANXA1,ENSG00000135046,annexin A1 [Source:HGNC Symbol;Acc:HGNC:533],inflammatory_cell_apoptotic_process
3,CCL5,ENSMUSG00000035042,3.1.1,N/A,N/A,N/A,inflammatory_cell_apoptotic_process
4,CCR5,ENSMUSG00000079227,4.1.1,CCR2,ENSG00000121807,C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603],inflammatory_cell_apoptotic_process
5,CD44,ENSMUSG00000005087,5.1.1,CD44,ENSG00000026508,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681],inflammatory_cell_apoptotic_process
6,CDKN2A,ENSMUSG00000044303,6.1.1,N/A,N/A,N/A,inflammatory_cell_apoptotic_process
7,CXCR2,ENSMUSG00000026180,7.1.1,CXCR2,ENSG00000180871,C-X-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027],inflammatory_cell_apoptotic_process
8,FAS,ENSMUSG00000024778,8.1.1,FAS,ENSG00000026103,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],inflammatory_cell_apoptotic_process
9,FAS,ENSMUSG00000024778,9.1.1,FAS,ENSG00000026103,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],inflammatory_cell_apoptotic_process
10,FASL,ENSMUSG00000000817,10.1.1,FASLG,ENSG00000117560,Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936],inflammatory_cell_apoptotic_process
11,FCGR2B,ENSMUSG00000026656,11.1.1,FCGR2B,ENSG00000072694,Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618],inflammatory_cell_apoptotic_process
11,FCGR2B,ENSMUSG00000026656,11.1.2,FCGR2A,ENSG00000143226,Fc gamma receptor IIa [Source:HGNC Symbol;Acc:HGNC:3616],inflammatory_cell_apoptotic_process
11,FCGR2B,ENSMUSG00000026656,11.1.3,FCGR2C,ENSG00000244682,Fc gamma receptor IIc (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15626],inflammatory_cell_apoptotic_process
12,GHSR,ENSMUSG00000051136,12.1.1,GHSR,ENSG00000121853,growth hormone secretagogue receptor [Source:HGNC Symbol;Acc:HGNC:4267],inflammatory_cell_apoptotic_process
13,GM14461,ENSMUSG00000054510,13.1.1,N/A,N/A,N/A,inflammatory_cell_apoptotic_process
14,HMGA1,ENSMUSG00000046711,14.1.1,N/A,N/A,N/A,inflammatory_cell_apoptotic_process
